房名信息,地点,房屋情况,房源情况,所在地区,关注/发布时间,价格（万）,单价
力高花园大4房，大门前面是天虹，看房有钥匙,力高君御国际 , | 4室2厅 | 88.72平米 | 南 | 毛坯,中楼层(共35层)2016年建板塔结合  -  ,坪山,29人关注 / 9个月以前发布,345,单价38887元/平米
超高层，视野无遮挡，可看海，满二，税少，价格面议,华润城润府一期 , | 3室2厅 | 89.19平米 | 东南 | 精装,高楼层(共53层)2016年建塔楼  -  ,科技园,41人关注 / 3个月以前发布,1200,单价134545元/平米
此房地段繁华，交通发达，出行便利，配套完善,众孚大厦 , | 2室2厅 | 78.01平米 | 北 | 精装,低楼层(共25层)2002年建板塔结合  -  ,石厦,18人关注 / 16天以前发布,470,单价60249元/平米
双阳台 南北通 带入户  采光好 中楼层  急急售！,绿海名居 , | 3室2厅 | 103.09平米 | 南 | 精装,中楼层(共23层)2007年建板塔结合  -  ,碧海,16人关注 / 6天以前发布,598,单价58008元/平米
双阳台看山景  高楼层 视野开阔 业主急售,水木澜山居 , | 3室1厅 | 88.75平米 | 东北 | 精装,高楼层(共31层)2008年建板塔结合  -  ,梅林,56人关注 / 2个月以前发布,650,单价73240元/平米
信义御城精装修3房  朝南高楼层视野好,信义御城豪园 , | 3室2厅 | 89.07平米 | 西南 | 精装,高楼层(共28层)2014年建板塔结合  -  ,横岗,16人关注 / 30天以前发布,380,单价42664元/平米
花园小区，满五唯一，15年新装修，在建地12号线,富瑰园 , | 3室2厅 | 98.55平米 | 西北 | 精装,中楼层(共13层)2000年建塔楼  -  ,西乡,20人关注 / 19天以前发布,470,单价47692元/平米
家和花园刚需3房 地铁口物业 实用率高 满五唯一税少,家和花园南区 , | 3室2厅 | 70.72平米 | 西 | 精装,高楼层(共6层)2004年建板塔结合  -  ,坂田,27人关注 / 8天以前发布,328,单价46381元/平米
龙珠花园 2室1厅 218万,龙珠花园 , | 2室1厅 | 59.02平米 | 西南 西 | 简装,低楼层(共30层)1999年建板塔结合  -  ,布吉关,7人关注 / 10天以前发布,218,单价36937元/平米
龙珠花园 精装三房 三代同堂 居家舒适,龙珠花园 , | 2室1厅 | 51.12平米 | 南 | 精装,高楼层(共29层)1999年建板塔结合  -  ,布吉关,62人关注 / 2个月以前发布,208,单价40689元/平米
特殊户型厅出阳台朝花园 带双阳台可做小书房实用率高,花样年花郡 , | 2室1厅 | 57.45平米 | 东北 | 精装,中楼层(共20层)2010年建板塔结合  -  ,宝安中心,165人关注 / 8个月以前发布,440,单价76589元/平米
华都一房 螺岭 税费少 总价低,京基东方华都 , | 1室1厅 | 41.7平米 | 北 | 简装,中楼层(共32层)2005年建板塔结合  -  ,螺岭,4人关注 / 8天以前发布,280,单价67147元/平米
东方半岛花园A区；74.36平方东向二房 急售241万,东方半岛花园A区 , | 2室2厅 | 74.36平米 | 东南 | 简装,低楼层(共11层)1999年建板塔结合  -  ,布吉大芬,28人关注 / 30天以前发布,241,单价32410元/平米
招商澜园独立高楼层3房看南区园区带固定地下车位,招商澜园 , | 3室2厅 | 82.68平米 | 南 | 精装,高楼层(共25层)2010年建板塔结合  -  ,观澜,5人关注 / 1个月以前发布,430,单价52008元/平米
尚书苑单间，楼下地铁口，近佐阾商场，生活交通便利,尚书苑 , | 1室1厅 | 33.86平米 | 西南 | 简装,低楼层(共16层)2005年建板塔结合  -  ,梅林,9人关注 / 2个月以前发布,249,单价73539元/平米
润恒尚园  精装两房看高尔夫景观,润恒尚园 , | 2室1厅 | 76.25平米 | 西南 | 精装,中楼层(共28层)2015年建板塔结合  -  ,西乡,32人关注 / 2个月以前发布,486,单价63738元/平米
店长推荐：南北通3房2厅，客厅出大露台，居家安静,悠然天地家园 , | 3室2厅 | 119.4平米 | 南 北 | 精装,中楼层(共18层)2004年建板塔结合  -  ,南头,9人关注 / 13天以前发布,1440,单价120604元/平米
南向三房 满五年 红本 全新装修 诚心出售,中海阳光玫瑰园 , | 3室2厅 | 74.45平米 | 西南 | 精装,中楼层(共17层)2009年建塔楼  -  ,前海,15人关注 / 9天以前发布,700,单价94023元/平米
中爱花园精装2房，满五唯一，税费少，安静宜居,中爱花园 , | 2室1厅 | 59.67平米 | 西 | 精装,中楼层(共15层)2004年建板塔结合  -  ,西丽,7人关注 / 14天以前发布,450,单价75415元/平米
华侨城 高层看海景4房 无遮挡 满两年红本 少税,香山美墅三期 , | 4室1厅 | 177.78平米 | 西南 | 毛坯,高楼层(共46层)2016年建板楼  -  ,华侨城,10人关注 / 25天以前发布,1980,单价111374元/平米
联城美园花园小区大阳台无增值税,联城美园 , | 1室0厅 | 25.84平米 | 北 | 精装,低楼层(共35层)2006年建板塔结合  -  ,春风路,41人关注 / 10个月以前发布,139,单价53793元/平米
西丽双地铁C出口  精装小三房  业主诚心出售 随时看房,丽苑阁 , | 3室2厅 | 81.19平米 | 南 西南 | 精装,中楼层(共9层)1999年建板塔结合  -  ,西丽,35人关注 / 16天以前发布,495,单价60969元/平米
龙威花园二期，朝南视野好，地铁口物业,龙威花园二期 , | 2室1厅 | 59.17平米 | 东南 | 简装,中楼层(共15层)2003年建板塔结合  -  ,布吉关,30人关注 / 2个月以前发布,262,单价44280元/平米
精致装修三房，看花园，采光佳，适合居家，业主诚心卖,万科麓城一期 , | 3室1厅 | 89.12平米 | 西南 | 精装,中楼层(共30层)2015年建塔楼  -  ,布吉水径,12人关注 / 2个月以前发布,460,单价51616元/平米
满五年带车位，高楼层看锦绣中华景观，南北。。通透,碧海云天二期 , | 5室2厅 | 212.2平米 | 南 | 精装,中楼层(共18层)2003年建板塔结合  -  ,竹子林,1人关注 / 9天以前发布,2180,单价102734元/平米
南朝向看花园，业主诚信出售，刚需选择,鸿隆广场 , | 2室1厅 | 47.6平米 | 西南 | 精装,中楼层(共32层)2006年建塔楼  -  ,西乡,20人关注 / 29天以前发布,303,单价63656元/平米
高楼层视野开阔，朝向南，业主腾房票放钥匙诚意出售,万科金域华府 , | 3室2厅 | 89平米 | 西南 | 精装,高楼层(共32层)2010年建板塔结合  -  ,梅林关,244人关注 / 10个月以前发布,640,单价71911元/平米
深圳湾海景三房，高楼层，满五年唯一，红本在手,金色海琴苑 , | 3室2厅 | 88平米 | 东南 | 精装,高楼层(共18层)2006年建塔楼  -  ,蛇口,50人关注 / 2个月以前发布,698,单价79319元/平米
南北通、全新装修、采光通风、有钥匙、适合居家,阳光新境园 , | 3室2厅 | 102.74平米 | 南 | 精装,高楼层(共33层)2007年建板塔结合  -  ,龙华新区,35人关注 / 2个月以前发布,520,单价50614元/平米
劲嘉龙园印象 3室2厅 230万,劲嘉龙园印象 , | 3室2厅 | 64.88平米 | 南 | 简装,中楼层(共18层)2007年建板塔结合  -  ,龙岗双龙,68人关注 / 一年前发布,230,单价35451元/平米
雍翠华府精装两房 正南向高层 看洪湖公园 红本满五,雍翠华府 , | 2室1厅 | 61.02平米 | 南 | 精装,高楼层(共33层)2004年建板塔结合  -  ,布心,109人关注 / 4个月以前发布,366,单价59981元/平米
正规3房，南北通透，地理位置优越,越众小区 , | 3室2厅 | 83.44平米 | 南 北 | 简装,中楼层(共8层)1998年建板塔结合  -  ,竹子林,1人关注 / 16天以前发布,575,单价68912元/平米
龙岗大运颐安都会标准两房，业主诚心出售,颐安都会中央一期 , | 2室1厅 | 68.54平米 | 东 | 精装,中楼层(共28层)2015年建塔楼  -  ,大运新城,58人关注 / 9个月以前发布,365,单价53254元/平米
七里香榭 南北朝向三房 精装修 红本在手 满五唯一,城投七里香榭 , | 3室2厅 | 109.69平米 | 南 | 精装,中楼层(共11层)2007年建板塔结合  -  ,红山,16人关注 / 6个月以前发布,618,单价56341元/平米
朝南向大三房 采光佳 望去春意盎然 适合居家 诚心售卖,桃源村一期 , | 3室1厅 | 73.97平米 | 南 | 简装,低楼层(共8层)1997年建塔楼  -  ,西丽,10人关注 / 1个月以前发布,450,单价60836元/平米
宝安中-心区精装南向大两房，业主急售,富通好旺角一期 , | 2室2厅 | 76.87平米 | 东北 | 精装,高楼层(共33层)2004年建板塔结合  -  ,宝安中心,24人关注 / 9个月以前发布,530,单价68948元/平米
坂田地铁口万科四季花城一楼带花园精装修两房急售,万科四季花城五期 , | 2室2厅 | 71.47平米 | 西 | 精装,低楼层(共6层)2002年建板塔结合  -  ,民治,29人关注 / 7个月以前发布,388,单价54289元/平米
俯览体育馆，三条地铁线，邻壹方城，前后花园,卡罗社区 , | 2室1厅 | 68.56平米 | 东北 | 简装,高楼层(共16层)2007年建板塔结合  -  ,翻身,34人关注 / 22天以前发布,468,单价68262元/平米
国展苑    精装两房  满五年红本在手   业主急售,国展苑 , | 2室2厅 | 50.11平米 | 东南 | 精装,低楼层(共35层)1999年建塔楼  -  ,布吉关,56人关注 / 2个月以前发布,198,单价39514元/平米
科技园文化广场，朝南大三房，看游泳池，精装修,汇景豪苑 , | 3室1厅 | 96.53平米 | 南 | 精装,中楼层(共32层)2000年建板塔结合  -  ,科技园,18人关注 / 11天以前发布,595,单价61639元/平米
小区环境优美，四周无遮档，户型方正采光好！,一城峰景 , | 1室1厅 | 57.37平米 | 西南 | 精装,中楼层(共27层)2009年建板塔结合  -  ,龙岗双龙,75人关注 / 2个月以前发布,175,单价30504元/平米
锦绣正规的3+1房 精装 中间楼层 满五年 唯一 免个税,锦绣江南三期 , | 4室2厅 | 117.84平米 | 南 | 精装,中楼层(共14层)2005年建塔楼  -  ,龙华新区,8人关注 / 2个月以前发布,528,单价44807元/平米
华丽东村 3室1厅 455万,华丽东村 , | 3室1厅 | 91.91平米 | 南 | 简装,低楼层(共6层)2009年建板楼  -  ,黄贝岭,9人关注 / 4个月以前发布,455,单价49505元/平米
嘉宝田花园三期看花园三房 户型方方正正 通透安静,嘉宝田花园 , | 3室2厅 | 86.16平米 | 东 | 简装,中楼层(共26层)2005年建塔楼  -  ,笋岗,7人关注 / 1个月以前发布,609,单价70683元/平米
碧水龙庭 2室1厅 275万,碧水龙庭 , | 2室1厅 | 29.66平米 | 南 | 简装,低楼层(共20层)2008年建板塔结合  -  ,民治,17人关注 / 12天以前发布,275,单价92718元/平米
华南城熙璟城精装三房两厅业主诚心出售,熙璟城 , | 3室2厅 | 84.78平米 | 东南 | 精装,低楼层(共32层)2014年建板塔结合  -  ,平湖,33人关注 / 2个月以前发布,325,单价38335元/平米
阳光棕榈园三期 安静 高楼层3房2卫 带精装修,阳光棕榈园三期 , | 3室2厅 | 118.83平米 | 南 北 | 精装,高楼层(共11层)2004年建板楼  -  ,前海,16人关注 / 1个月以前发布,885,单价74477元/平米
莲花北村 2室2厅 530万,莲花北村 , | 2室2厅 | 83.24平米 | 东北 北 | 精装,低楼层(共28层)1996年建板塔结合  -  ,莲花,22人关注 / 1个月以前发布,530,单价63672元/平米
燕南地铁站  满五    正规两房   户型方正,君悦阁 , | 2室1厅 | 78.71平米 | 北 | 简装,高楼层(共26层)2005年建板塔结合  -  ,华强北,5人关注 / 19天以前发布,640,单价81312元/平米
阳光带海滨城温馨3居室 高层看海 业主和蔼可亲,阳光带海滨城二期 , | 3室1厅 | 117平米 | 南 | 精装,高楼层(共21层)2003年建塔楼  -  ,科技园,6人关注 / 27天以前发布,1480,单价126496元/平米
公园大地五期 4室2厅 600万,公园大地五期 , | 4室2厅 | 111.65平米 | 西北 北 | 精装,高楼层(共19层)2009年建板塔结合  -  ,龙岗中心城,6人关注 / 1个月以前发布,600,单价53740元/平米
推荐，东门168，小户型，精装修，三号线晒布地铁站,东门168 , | 1室0厅 | 19.18平米 | 西北 | 精装,中楼层(共29层)2005年建塔楼  -  ,螺岭,4人关注 / 2个月以前发布,178,单价92806元/平米
盐田沙头角满五年中间楼层空中花园社区,福苑 , | 1室0厅 | 26.16平米 | 北 | 简装,高楼层(共19层)2001年建板塔结合  -  ,沙头角,3人关注 / 1个月以前发布,102,单价38991元/平米
正规小两房，客厅出阳台，视野开阔，,浩海明珠 , | 2室1厅 | 51.16平米 | 东南 | 精装,高楼层(共18层)2015年建塔楼  -  ,盐田港,18人关注 / 11天以前发布,193,单价37725元/平米
嘉御山5期精装正规4房，户型方正实用率高,信义嘉御山5期 , | 4室2厅 | 88.72平米 | 西北 | 精装,低楼层(共39层)2016年建塔楼  -  ,坂田,4人关注 / 8个月以前发布,620,单价69883元/平米
翠薇园 3室2厅 520万,翠薇园 , | 3室2厅 | 64平米 | 南 | 精装,低楼层(共7层)1991年建板楼  -  ,蛇口,5人关注 / 9天以前发布,520,单价81250元/平米
大芬 实用两房 户型方正 端头位置 自住 看房方便,茂业城 , | 2室2厅 | 56.62平米 | 北 | 精装,中楼层(共8层)1995年建板塔结合  -  ,布吉大芬,20人关注 / 31天以前发布,188,单价33204元/平米
金汇名园大三房   420万诚心出售 ！,金汇名园 , | 3室2厅 | 85.79平米 | 东北 | 精装,中楼层(共27层)2003年建板塔结合  -  ,翻身,118人关注 / 21天以前发布,420,单价48957元/平米
满五年+红本在手+东南向+安静户型+采光房通风好,招商果岭花园 , | 3室1厅 | 87.95平米 | 东南 | 精装,中楼层(共30层)2012年建板塔结合  -  ,西乡,68人关注 / 4个月以前发布,520,单价59125元/平米
房子满两年，户型方正，采光充足,弘雅花园雅豪轩三期 , | 3室2厅 | 121.03平米 | 东南 | 精装,中楼层(共11层)2000年建板塔结合  -  ,新安,11人关注 / 3个月以前发布,628,单价51888元/平米
高层精装，已改好两房，满五年税费少，近地铁公园,风格名苑 , | 2室1厅 | 51.33平米 | 北 | 精装,高楼层(共30层)2006年建板塔结合  -  ,地王,26人关注 / 2个月以前发布,310,单价60394元/平米
泰华阳光海优质房源.满五年.随时看房,泰华阳光海小区 , | 3室1厅 | 96.78平米 | 南 | 精装,高楼层(共26层)2009年建板塔结合  -  ,碧海,19人关注 / 17天以前发布,675,单价69746元/平米
精装五房，四大阳台，带大平台.,万科清林径 , | 5室1厅 | 86平米 | 南 | 简装,低楼层(共32层)2009年建板塔结合  -  ,龙岗中心城,150人关注 / 3个月以前发布,292,单价33954元/平米
摩尔城满五唯一朝南客厅直出阳台大两房,鹏达摩尔城 , | 2室1厅 | 81.79平米 | 南 | 精装,中楼层(共31层)2010年建塔楼  -  ,龙岗双龙,35人关注 / 10天以前发布,278,单价33990元/平米
客厅出阳台 满五唯一 红本在手,诺德假日花园 , | 2室1厅 | 48.1平米 | 西 | 精装,中楼层(共30层)2009年建板塔结合  -  ,前海,21人关注 / 23天以前发布,485,单价100832元/平米
全高尔夫景观，高楼层，户型方正通透，业主移民出售,香山美墅·果岭 , | 4室2厅 | 202.9平米 | 南 | 毛坯,中楼层(共47层)2018年建塔楼  -  ,华侨城,47人关注 / 11个月以前发布,1986,单价97881元/平米
两房两厅满五年中间楼层采光好业主诚售装修保养好,金地上塘道二期 , | 2室2厅 | 52.1平米 | 东 东南 南 西南 | 精装,中楼层(共29层)2011年建板塔结合  -  ,红山,39人关注 / 4个月以前发布,370,单价71018元/平米
新资源麒麟二期全明户型安静双阳台3房 户型方正 诚售,麒麟花园A区 , | 3室2厅 | 109.24平米 | 西北 | 精装,中楼层(共11层)2001年建板塔结合  -  ,南头,23人关注 / 1个月以前发布,988,单价90444元/平米
新安湖花园精装两房，通透户型，一梯两户，双阳台,新安湖花园 , | 2室2厅 | 70.9平米 | 东南 | 简装,中楼层(共8层)1992年建板塔结合  -  ,新安,96人关注 / 1个月以前发布,368,单价51905元/平米
2字头3房，省一级 学 校 200米距离，唯一房产,紫薇花园 , | 3室1厅 | 78平米 | 东南 西南 | 简装,中楼层(共8层)1996年建板塔结合  -  ,龙岗中心城,41人关注 / 17天以前发布,286,单价36667元/平米
深业东城国际 3室2厅 272万,深业东城国际 , | 3室2厅 | 75平米 | 西南 | 精装,高楼层(共24层)2013年建塔楼  -  ,坪山,15人关注 / 1个月以前发布,272,单价36267元/平米
前海金岸 东南两房 装修好 采光好 户型方正通风好,前海金岸 , | 2室2厅 | 70.76平米 | 东南 | 简装,低楼层(共28层)2008年建塔楼  -  ,南头,32人关注 / 8个月以前发布,525,单价74195元/平米
中央悦城 4室1厅 380万,中央悦城 , | 4室1厅 | 141.65平米 | 西南 | 精装,高楼层(共29层)2008年建板楼  -  ,龙岗中心城,25人关注 / 22天以前发布,380,单价26827元/平米
大两房，诚心出售，看房方便，，,碧海富通城三期 , | 2室1厅 | 77.35平米 | 东南 | 精装,中楼层(共18层)2007年建塔楼  -  ,碧海,19人关注 / 17天以前发布,488,单价63090元/平米
